Frame,T,Caos_Original,Caos_Fenix,Ruido_Vibracional,Fluxo_Qiskit,q0_x,q0_y,q0_z,q0_S,q0_VR_Ganho,q0_Torque,q1_x,q1_y,q1_z,q1_S,q1_VR_Ganho,q1_Torque,q2_x,q2_y,q2_z,q2_S,q2_VR_Ganho,q2_Torque,q3_x,q3_y,q3_z,q3_S,q3_VR_Ganho,q3_Torque,q4_x,q4_y,q4_z,q4_S,q4_VR_Ganho,q4_Torque,q5_x,q5_y,q5_z,q5_S,q5_VR_Ganho,q5_Torque,q6_x,q6_y,q6_z,q6_S,q6_VR_Ganho,q6_Torque,q7_x,q7_y,q7_z,q7_S,q7_VR_Ganho,q7_Torque,q8_x,q8_y,q8_z,q8_S,q8_VR_Ganho,q8_Torque,q9_x,q9_y,q9_z,q9_S,q9_VR_Ganho,q9_Torque,q10_x,q10_y,q10_z,q10_S,q10_VR_Ganho,q10_Torque,q11_x,q11_y,q11_z,q11_S,q11_VR_Ganho,q11_Torque,q12_x,q12_y,q12_z,q12_S,q12_VR_Ganho,q12_Torque,q13_x,q13_y,q13_z,q13_S,q13_VR_Ganho,q13_Torque
674,33.70000000,4.81428571,2.48710000,0.00000000,-0.05000000,9.06677113,-17.10922793,0.00000189,0.96647406,0.42997370,-0.70647635,9.10196536,-17.09012892,0.00000189,0.95514420,0.78169162,-1.75161853,18.81284572,-4.58458872,0.00000189,0.97438968,0.28741613,-0.35647527,18.81869465,4.55918301,0.00000189,0.96432914,0.48054619,-0.84300684,18.90069067,-4.21146340,0.00000189,0.99988182,0.08374158,-0.00059292,10.29221237,16.40174535,0.00000189,0.97873395,0.23154433,-0.23712826,4.67531403,18.79078940,0.00000189,0.98322104,0.18586421,-0.14950194,1.41521774,19.31214385,0.00000189,0.99098377,0.12811864,-0.05538588,-9.32085427,16.97289992,0.00000189,0.98761517,0.15038080,-0.08910296,-18.65562967,5.18592385,0.00000189,0.96177820,0.54913588,-1.03659867,-19.36339183,0.10417247,0.00000189,0.98278204,0.18987416,-0.15678028,-19.08335043,3.28590058,0.00000189,0.99895365,0.08834206,-0.00535009,-7.72121910,-17.75710610,0.00000189,0.96649248,0.42956502,-0.70539638,-11.30054499,-15.72301521,0.00000189,0.95287153,0.88406071,-2.08980498
675,33.75000000,4.82142857,2.48710000,0.00000000,-0.05000000,8.37275659,-17.35711333,0.00000181,0.96496678,0.57847669,-1.12209608,8.33515843,-17.37583866,0.00000181,0.99218385,0.12667597,-0.05332768,18.22138794,-6.27309407,0.00000181,0.96282300,0.65654207,-1.35663355,18.20149054,6.33133577,0.00000181,0.97432697,0.33701369,-0.47163997,13.67292085,13.58055298,0.00000181,0.97446573,0.33437458,-0.46531787,14.49259214,12.70269653,0.00000181,0.99106924,0.13440091,-0.06453554,9.21340990,16.92656518,0.00000181,0.99328196,0.11952763,-0.04337566,-6.74562421,18.05224849,0.00000181,0.98297181,0.20814468,-0.19098901,-13.60488280,13.64836116,0.00000181,0.96271346,0.66082184,-1.36977066,-13.34563429,13.90291655,0.00000181,0.99513647,0.10841608,-0.02876508,-18.21620008,-6.28890245,0.00000181,0.97453392,0.33308586,-0.46223823,-17.30096701,-8.48920131,0.00000181,0.98649897,0.17175872,-0.12459986,-16.23457589,-10.38436676,0.00000181,0.99450409,0.11207567,-0.03345672,-4.59732283,-18.71510423,0.00000181,0.98711863,0.16610067,-0.11493149
676,33.80000000,4.82857143,2.48710000,0.00000000,-0.05000000,11.04227630,-15.68689061,0.00000172,0.96925646,0.49504314,-0.88315184,16.97720378,-8.93224660,0.00000172,0.97056259,0.45712829,-0.77908776,18.81931441,-3.72069914,0.00000172,0.96563864,0.61867790,-1.24164293,18.96026634,2.91884044,0.00000172,0.98553135,0.18882128,-0.15486095,19.16296318,-0.89049878,0.00000172,0.99987845,0.08475471,-0.00161933,11.17298823,15.59409532,0.00000172,0.98809058,0.16315914,-0.10998080,-3.40821057,18.87841472,0.00000172,0.96993513,0.47494061,-0.82760038,-10.63132975,15.96827380,0.00000172,0.97870109,0.28084001,-0.34181877,-17.03733440,8.81702774,0.00000172,0.97520822,0.34548054,-0.49206138,-19.18043580,0.34858654,0.00000172,0.97324238,0.38869509,-0.59942223,-18.27126208,5.84576019,0.00000172,0.99608597,0.10430928,-0.02364744,-17.88000378,-6.95105107,0.00000172,0.99110179,0.13764290,-0.06937303,-14.10238476,-13.00517145,0.00000172,0.99275078,0.12550518,-0.05166944,2.32584954,-19.04207818,0.00000172,0.96775533,0.54280347,-1.01834927
677,33.85000000,4.83571429,2.48710000,0.00000000,-0.05000000,12.29133080,-14.62033750,0.00000162,0.97620390,0.30786936,-0.40300723,8.92332371,-16.88844964,0.00000162,0.95808008,0.89778124,-2.13606501,17.65680034,-7.28567434,0.00000162,0.96033815,0.78232972,-1.75368675,16.96539876,8.77533232,0.00000162,0.97603888,0.31077790,-0.40973680,11.04261961,15.58504637,0.00000162,0.97363273,0.35668912,-0.51941402,4.17197106,18.63933486,0.00000162,0.97738434,0.28789330,-0.35754466,-1.08917379,19.06974084,0.00000162,0.96328438,0.65496560,-1.35180148,-11.81590402,15.00742592,0.00000162,0.96693880,0.52694887,-0.97298380,-17.41942207,7.83588740,0.00000162,0.96823130,0.48830772,-0.86444652,-18.41914432,5.05743136,0.00000162,0.96180198,0.71603031,-1.54166140,-19.04394572,-1.46598137,0.00000162,0.98896962,0.15140101,-0.09073110,-11.53376779,-15.22508571,0.00000162,0.97626350,0.30682621,-0.40060034,-4.21713737,-18.62938405,0.00000162,0.96722004,0.51827137,-0.94835559,-9.72526340,-16.43877536,0.00000162,0.99766399,0.09515195,-0.01282836
678,33.90000000,4.84285714,2.48710000,0.00000000,0.05000000,12.48847841,-14.34916582,0.00000153,0.96163896,0.55787695,-1.06190938,10.90333253,-15.58634949,0.00000153,0.99283970,0.11515159,-0.03749269,16.64156157,-9.21279469,0.00000153,0.99269214,0.11596694,-0.03857639,15.78337791,10.61776683,0.00000153,0.96782296,0.40216446,-0.63389396,11.81347230,14.90986404,0.00000153,0.96055337,0.59133951,-1.16005144,5.91240258,18.07972790,0.00000153,0.98133482,0.20183142,-0.17897957,-5.60577974,18.17738671,0.00000153,0.97484582,0.27985369,-0.33963370,-2.03708148,18.91204340,0.00000153,0.99417062,0.10806967,-0.02832731,-17.71061582,6.94213388,0.00000153,0.96272212,0.52650316,-0.97171531,-19.00642962,0.78690898,0.00000153,0.95954000,0.62452198,-1.25924319,-18.93075572,1.85532683,0.00000153,0.99369733,0.11053304,-0.03146425,-10.17803534,-16.07061396,0.00000153,0.96422083,0.48617275,-0.85853669,-7.19248460,-17.60960293,0.00000153,0.98355869,0.18075986,-0.14036259,1.26106234,-18.97998667,0.00000153,0.98340010,0.18218157,-0.14289386
679,33.95000000,4.85000000,2.48710000,0.00000000,-0.05000000,10.82517900,-15.55276092,0.00000143,0.95270231,0.69228234,-1.46718067,17.72084605,-6.71114216,0.00000143,0.95605174,0.58928398,-1.15396709,18.71945150,-2.93380986,0.00000143,0.98433041,0.16295786,-0.10964398,16.20768464,9.81580151,0.00000143,0.97512943,0.24415173,-0.26298427,14.64747516,12.01973325,0.00000143,0.98604456,0.15134514,-0.09064176,7.08569097,17.57321612,0.00000143,0.98443859,0.16219723,-0.10837334,-2.83699765,18.73447574,0.00000143,0.98166054,0.18300221,-0.14436000,-14.81140983,11.81854052,0.00000143,0.96403179,0.40464060,-0.64028063,-8.75864853,16.80149330,0.00000143,0.99823802,0.09053315,-0.00770082,-18.90646855,-1.25798088,0.00000143,0.97640839,0.23063162,-0.23528264,-18.92968888,-0.82509007,0.00000143,0.99175319,0.11867710,-0.04221951,-18.35830699,-4.68790115,0.00000143,0.99840256,0.08992019,-0.00703781,-14.89994535,-11.70444998,0.00000143,0.99928457,0.08670985,-0.00363420,6.95335263,-17.62651708,0.00000143,0.97233761,0.27672652,-0.33272889
680,34.00000000,4.85714286,2.48710000,0.00000000,0.05000000,3.16698450,-18.61115880,0.00000132,0.99573567,0.09636296,-0.01421032,15.56964802,-10.67915122,0.00000132,0.94482075,0.78451910,-1.76078693,18.74395670,-2.25426382,0.00000132,0.98367789,0.15332052,-0.09381305,13.83567315,12.84575438,0.00000132,0.96296376,0.35610273,-0.51797421,11.71804035,14.80348159,0.00000132,0.94737985,0.69959420,-1.49002732,2.08374819,18.76392090,0.00000132,0.97495148,0.21709400,-0.20833973,-0.24945607,18.87847534,0.00000132,0.94400798,0.81377570,-1.85624638,-7.69136488,17.24111235,0.00000132,0.98805211,0.12927527,-0.05704772,-11.80684551,14.73109785,0.00000132,0.99399151,0.10294360,-0.02198113,-18.21922588,-4.95045918,0.00000132,0.95532420,0.49351640,-0.87890375,-16.15241343,-9.77512433,0.00000132,0.94931515,0.64198665,-1.31216436,-6.79277868,-17.61530731,0.00000132,0.96139674,0.38048324,-0.57863391,-4.68219328,-18.28928893,0.00000132,0.98041823,0.17438461,-0.12915063,6.54993267,-17.70737122,0.00000132,0.95017829,0.61796795,-1.23950857
681,34.05000000,4.86428571,2.48710000,0.00000000,-0.05000000,15.64052159,-10.45896715,0.00000121,0.95212633,0.53681665,-1.00116377,18.77901717,-1.16760006,0.00000121,0.95961077,0.39379566,-0.61242190,18.24791417,-4.58516135,0.00000122,0.99062792,0.11828991,-0.04169520,18.79130100,-0.95132927,0.00000121,0.93819386,0.97754222,-2.40904158,16.80373728,8.46425452,0.00000122,0.99647080,0.09558296,-0.01331846,-1.80223048,18.72879572,0.00000121,0.95269234,0.52423418,-0.96526358,-10.40458005,15.67673910,0.00000121,0.95526027,0.47103283,-0.81689928,-8.87880617,16.58846575,0.00000122,0.98852510,0.12784649,-0.05499635,-18.59056561,2.89898944,0.00000121,0.96955208,0.26417191,-0.30536814,-18.67718931,2.27595402,0.00000121,0.94250597,0.80937814,-1.84182976,-13.20174818,-13.40625337,0.00000121,0.96615192,0.30235855,-0.39033227,-11.94620030,-14.53614666,0.00000121,0.98280737,0.15834565,-0.10199439,0.49021423,-18.80884368,0.00000121,0.97192094,0.24067705,-0.25579174,10.78744176,-15.41577002,0.00000121,0.95902067,0.40341460,-0.63711652
682,34.10000000,4.87142857,2.48710000,0.00000000,-0.05000000,16.98765271,-7.95071701,0.00000110,0.95809489,0.43498717,-0.71975642,12.20463657,-14.24342611,0.00000110,0.99846672,0.08906347,-0.00611813,18.29537113,4.13101263,0.00000110,0.94817701,0.66497298,-1.38253943,12.46900328,14.01121800,0.00000110,0.95339024,0.53100565,-0.98454680,4.60927360,18.18120674,0.00000110,0.96689992,0.30210276,-0.38974639,-1.66144991,18.68227468,0.00000110,0.95046570,0.60212139,-1.19208220,3.95019985,18.33643496,0.00000110,0.99915915,0.08682879,-0.00375821,-7.38303607,17.24153577,0.00000110,0.94096252,0.91434034,-2.19217448,-18.21364494,4.48041835,0.00000110,0.97794607,0.19417309,-0.16467717,-17.16124802,-7.56853393,0.00000110,0.95441641,0.50825467,-0.92010733,-18.60733158,-2.35510383,0.00000110,0.94040017,0.93765630,-2.27168633,-14.15699577,-12.30284754,0.00000110,0.94192085,0.87604081,-2.06286357,0.80384791,-18.73933716,0.00000110,0.97548071,0.21400014,-0.20229890,-3.94928561,-18.33663186,0.00000110,0.99915765,0.08683355,-0.00376318
683,34.15000000,4.87857143,2.48710000,0.00000000,-0.05000000,17.53842475,-6.49745298,0.00000099,0.96558522,0.35800864,-0.52265748,15.76693353,-10.06276382,0.00000099,0.99256519,0.11351220,-0.03533124,18.25282512,4.07725639,0.00000099,0.95048996,0.71491181,-1.53813555,15.95666719,9.75559094,0.00000099,0.94865857,0.77952865,-1.74461175,7.15654794,17.27932822,0.00000099,0.95158900,0.67892602,-1.42564747,-4.79192662,18.07924221,0.00000099,0.97090935,0.28298368,-0.34657972,-12.19607943,14.18016117,0.00000099,0.97075895,0.28485282,-0.35074423,-7.69439909,17.04867769,0.00000099,0.99626295,0.09775070,-0.01581265,-18.69948829,0.39418393,0.00000099,0.97390594,0.24837484,-0.27179255,-16.15135482,-9.43070146,0.00000099,0.95992599,0.46193876,-0.79212199,-15.58975504,-10.33454650,0.00000099,0.98482742,0.15612805,-0.09836398,-9.05512593,-16.36601428,0.00000099,0.98381356,0.16288677,-0.10952507,4.19900679,-18.22543488,0.00000099,0.95592190,0.55497297,-1.05348529,4.72380444,-18.09616066,0.00000099,0.94774781,0.81398455,-1.85693163
684,34.20000000,4.88571429,2.48710000,0.00000000,0.05000000,6.98488025,-17.30126862,0.00000087,0.99911785,0.08543809,-0.00231851,18.65275317,0.40097543,0.00000088,0.97786734,0.23035555,-0.23472509,18.65570809,0.07660382,0.00000088,0.95183430,0.86476258,-2.02510078,12.60202047,13.75641020,0.00000088,0.95674681,0.66703468,-1.38889078,15.11342589,10.94102516,0.00000087,0.99866677,0.08719140,-0.00413727,-7.24483537,17.19253008,0.00000088,0.96897864,0.35674821,-0.51955916,-3.70382396,18.28448851,0.00000088,0.95155434,0.87778260,-2.06870858,-17.43921688,6.62986150,0.00000088,0.97516714,0.26270135,-0.30220180,-18.54364414,-2.04711915,0.00000088,0.96123040,0.52853645,-0.97750517,-18.62659584,-1.04506015,0.00000088,0.95236511,0.84064128,-1.94483179,-9.58639474,-16.00556074,0.00000088,0.97259709,0.29805226,-0.38049755,-1.33980935,-18.60858878,0.00000088,0.97127211,0.31824386,-0.42713504,-0.98382810,-18.63153930,0.00000088,0.98730364,0.14696462,-0.08370173,0.34731756,-18.65471251,0.00000087,0.99706699,0.09372793,-0.01122307
685,34.25000000,4.89285714,2.48710000,0.00000000,-0.05000000,13.95949732,-12.31765846,0.00000076,0.99110550,0.13311859,-0.06264363,18.38517566,2.92617126,0.00000076,0.97876458,0.25771386,-0.29152453,16.58833940,8.45043175,0.00000076,0.98336875,0.20070856,-0.17686411,11.68262311,14.49387996,0.00000076,0.96167819,0.67796296,-1.42266283,13.18240401,13.14627352,0.00000076,0.99764467,0.09492165,-0.01256730,-8.61073982,16.50519000,0.00000076,0.96976143,0.42559689,-0.69493051,-14.89259667,11.17033188,0.00000076,0.96944512,0.43330225,-0.71528680,-14.60310796,11.54729081,0.00000076,0.98980894,0.14248628,-0.07674174,-18.27267874,3.55843745,0.00000076,0.95924998,0.78204478,-1.75276312,-14.30028984,-11.91943561,0.00000076,0.97392420,0.33676876,-0.47105235,-10.36269622,-15.46593064,0.00000076,0.98147666,0.22230919,-0.21862194,-1.90940721,-18.51845063,0.00000076,0.98014226,0.23903076,-0.25240143,0.31187045,-18.61332312,0.00000076,0.95908290,0.78980826,-1.77796495,11.27288575,-14.81575003,0.00000076,0.98467659,0.18709573,-0.15172812
686,34.30000000,4.90000000,2.48710000,0.00000000,-0.05000000,17.03741866,-7.41820824,0.00000064,0.98617869,0.18159698,-0.14185168,17.81167667,5.29557646,0.00000064,0.96872099,0.50919279,-0.92274461,15.32731824,10.50599588,0.00000064,0.98301436,0.21777830,-0.20968181,16.87485170,7.78111391,0.00000064,0.99746989,0.09663378,-0.01452146,2.92912581,18.35002673,0.00000064,0.98544422,0.18938174,-0.15588191,-9.37386749,16.04467918,0.00000064,0.97713809,0.30700055,-0.40100235,-10.94600228,15.01629134,0.00000064,0.98821211,0.16177251,-0.10766539,-18.03201140,4.48830856,0.00000064,0.96636217,0.58859590,-1.15193196,-17.59667092,5.97183246,0.00000064,0.99458178,0.11326948,-0.03501323,-17.96849297,-4.73688826,0.00000064,0.99162696,0.13349326,-0.06319514,-12.64284324,-13.61821539,0.00000064,0.96219028,0.76319519,-1.69189578,-4.65073465,-17.99095735,0.00000064,0.98785398,0.16508920,-0.11322324,-4.91705846,-17.92007339,0.00000064,0.99801660,0.09378919,-0.01129169,6.03317036,-17.57548000,0.00000064,0.95972860,0.89152347,-2.11494015
687,34.35000000,4.90714286,2.48710000,0.00000000,-0.05000000,18.54150057,-0.68913557,0.00000051,0.97022500,0.44424850,-0.74444002,18.54540932,0.56136403,0.00000052,0.98808935,0.16016236,-0.10499168,12.94645032,13.29112757,0.00000051,0.96721408,0.53137469,-0.98560022,6.28888317,17.45578912,0.00000051,0.97929991,0.26226397,-0.30126163,0.61949776,18.54365358,0.00000052,0.98383369,0.20294066,-0.18107550,-5.71386552,17.65220375,0.00000052,0.98661823,0.17374556,-0.12803948,-14.35999263,11.74980310,0.00000051,0.96406320,0.64240420,-1.31343549,-15.87522052,9.60457459,0.00000051,0.96018232,0.81428367,-1.85791319,-18.55364266,0.09469031,0.00000052,0.98895085,0.15273808,-0.09287534,-17.91560189,-4.82435289,0.00000052,0.99311142,0.12170835,-0.04636751,-13.71122956,-12.50092605,0.00000051,0.95959307,0.84441201,-1.95733458,-2.50949125,-18.38399390,0.00000051,0.96223399,0.71801968,-1.54793676,9.95959246,-15.65475527,0.00000051,0.96697735,0.53895925,-1.00730658,15.92879849,-9.51513345,0.00000051,0.96753017,0.52142497,-0.95728937
688,34.40000000,4.91428571,2.48710000,0.00000000,-0.05000000,18.52851177,0.36440339,0.00000039,0.97391402,0.30940254,-0.40655118,18.14264500,3.78252713,0.00000039,0.95881004,0.69729455,-1.48283356,14.04135750,12.09553023,0.00000039,0.95973764,0.66244386,-1.37475683,13.36317376,12.84114871,0.00000039,0.95485016,0.86974190,-2.04175495,-4.86002935,17.88355211,0.00000039,0.97220098,0.33848657,-0.47517732,2.52748708,18.35784485,0.00000039,0.99845960,0.09062553,-0.00780111,-13.77147186,12.40026458,0.00000039,0.98532457,0.17250421,-0.12588778,-13.41066810,12.78884145,0.00000039,0.99733560,0.09564777,-0.01339233,-16.27432996,-8.86506271,0.00000039,0.97107399,0.35920873,-0.52561160,-10.73899582,-15.10362509,0.00000039,0.96961575,0.38806056,-0.59780968,-6.40344867,-17.39033333,0.00000039,0.98049340,0.22026235,-0.21457166,3.33982979,-18.22851372,0.00000039,0.97721462,0.26064044,-0.29777819,-1.37160960,-18.48216758,0.00000039,0.95342358,0.94261767,-2.28868085,13.41712963,-12.78277543,0.00000039,0.98611459,0.16581259,-0.11444433
689,34.45000000,4.92142857,2.48710000,0.00000000,-0.05000000,15.52325384,-10.09076644,0.00000027,0.99417609,0.10771699,-0.02788277,15.76596027,9.71030137,0.00000027,0.96099977,0.48300926,-0.84979710,13.44194670,12.73313207,0.00000027,0.98122620,0.18957204,-0.15622894,4.37049271,17.99238600,0.00000027,0.97652104,0.23425695,-0.24263476,-2.82035011,18.30059226,0.00000027,0.95518749,0.64011570,-1.30647210,-7.28189061,17.02487367,0.00000027,0.95178537,0.75697457,-1.67191034,-17.06961209,7.17363216,0.00000027,0.97350693,0.26876413,-0.31530840,-18.49745266,-0.82236669,0.00000027,0.97384339,0.26465374,-0.30640737,-18.45429026,-1.52110483,0.00000027,0.95050468,0.80674553,-1.83321063,-12.02768803,-14.07832366,0.00000027,0.95605178,0.61362790,-1.22647862,-8.95286508,-16.20860103,0.00000027,0.95162829,0.76289723,-1.69093733,-8.59760923,-16.40006155,0.00000027,0.94704109,0.95985521,-2.34792790,12.83089053,-13.34935910,0.00000027,0.97104674,0.30099127,-0.38720300,17.53421081,-5.95015336,0.00000027,0.96241619,0.45138216,-0.76358473
690,34.50000000,4.92857143,2.48710000,0.00000000,-0.05000000,16.79715046,-7.76337156,0.00000014,0.99164669,0.11589011,-0.03847402,18.43854119,1.56116538,0.00000014,0.98953275,0.12582213,-0.05211729,9.46945032,15.89948724,0.00000014,0.95440432,0.53939793,-1.00856533,14.55041757,11.43195904,0.00000014,0.99899577,0.08745402,-0.00441275,-3.26971022,18.21374427,0.00000014,0.97876808,0.19297728,-0.16247089,-7.23486647,17.03166747,0.00000014,0.98658865,0.14122262,-0.07480311,-15.76929515,9.68513180,0.00000014,0.94824738,0.70948012,-1.52103825,-15.26133957,10.46417553,0.00000014,0.99667366,0.09552152,-0.01324848,-16.36513922,-8.63818650,0.00000014,0.97536869,0.22159711,-0.21721073,-9.08728327,-16.12035826,0.00000014,0.96894576,0.28903575,-0.36010823,-7.80156302,-16.78125306,0.00000014,0.94646489,0.76895847,-1.71045712,7.68871245,-16.83277169,0.00000014,0.95863792,0.44831280,-0.75533350,14.33434656,-11.70398538,0.00000014,0.95993211,0.42390252,-0.69047289,8.29917904,-16.53870873,0.00000014,0.99831005,0.08975666,-0.00686162
691,34.55000000,4.93571429,2.48710000,0.00000000,-0.05000000,17.71764679,5.32458266,0.00000002,0.96215610,0.35637952,-0.51865370,17.81678166,4.98198202,0.00000002,0.98539421,0.14386122,-0.07886384,14.53329588,11.44729251,0.00000002,0.98723011,0.13430630,-0.06439554,1.94928975,18.39734195,0.00000002,0.97405310,0.22201005,-0.21802883,-5.45352350,17.67824392,0.00000002,0.97598993,0.20591515,-0.18672570,-1.10832653,18.46684749,0.00000002,0.99936185,0.08614603,-0.00304858,-17.73189928,5.27658674,0.00000002,0.97210544,0.23958235,-0.25353608,-17.55973583,5.82338509,0.00000002,0.99018167,0.12035992,-0.04451287,-13.77935282,-12.34494893,0.00000002,0.95619035,0.45519912,-0.77387477,-9.91818248,-15.61732173,0.00000002,0.94851335,0.62851678,-1.27130557,-9.09611667,-16.10953615,0.00000002,0.98918600,0.12488013,-0.05078863,-4.41236915,-17.96623172,0.00000002,0.99478907,0.10163745,-0.02040440,6.54937000,-17.30208058,0.00000002,0.98989365,0.12164894,-0.04628549,18.14675918,-3.60059193,0.00000002,0.95395226,0.49963713,-0.89596270
692,34.60000000,4.94285714,2.48710000,0.00000000,0.05000000,17.19928113,6.81824496,-0.00000011,0.96082600,0.37367240,-0.56152655,17.41314529,6.25336721,-0.00000011,0.98520365,0.14224750,-0.07637456,13.22083679,12.94342235,-0.00000011,0.98583247,0.13888988,-0.07125414,4.69897743,17.89525017,-0.00000011,0.98274833,0.15622732,-0.09852583,-9.08675082,16.11607187,-0.00000011,0.95170087,0.54800854,-1.03334440,-5.07569273,17.79114777,-0.00000011,0.93955095,0.93078147,-2.24818092,-15.41288050,10.23553568,-0.00000011,0.98631824,0.13635503,-0.06744211,-18.26532232,-2.94480148,-0.00000011,0.94780215,0.64789446,-1.33017433,-12.53057794,-13.61200700,-0.00000011,0.95869364,0.40819994,-0.64948766,-5.36677857,-17.70595385,-0.00000011,0.96000616,0.38655747,-0.59399397,-0.65479751,-18.48960904,-0.00000011,0.94852303,0.62803167,-1.26983943,8.95479798,-16.19018340,-0.00000011,0.96967016,0.26079343,-0.29810602,13.55044928,-12.59763930,-0.00000011,0.97592583,0.20353188,-0.18219510,18.34939342,-2.36819257,-0.00000011,0.96720439,0.28798289,-0.35774553
693,34.65000000,4.95000000,2.48710000,0.00000000,-0.05000000,17.85719110,4.87125004,-0.00000023,0.97670785,0.21649885,-0.20717424,18.44997661,1.49635294,-0.00000023,0.99705394,0.09450613,-0.01209768,3.91886750,18.08947099,-0.00000023,0.96295742,0.39191993,-0.60763355,8.32054543,16.53257698,-0.00000023,0.94478094,0.89922056,-2.14093000,-4.89760978,17.85033644,-0.00000023,0.98471967,0.15516246,-0.09679305,-15.69406258,9.81323717,-0.00000023,0.97348396,0.24819216,-0.27141004,-17.89195408,4.73762192,-0.00000023,0.95075756,0.68017572,-1.42952253,-16.58629857,-8.21468704,-0.00000023,0.96289460,0.39301001,-0.61041521,-17.19814498,-6.84474978,-0.00000023,0.98830219,0.13407331,-0.06405104,-6.72295443,-17.24450678,-0.00000023,0.95330313,0.60504385,-1.20079766,-6.10939243,-17.47295478,-0.00000023,0.98958121,0.12731312,-0.05423466,2.26977648,-18.36867420,-0.00000023,0.94635253,0.83506962,-1.92638854,14.88950187,-10.99597193,-0.00000023,0.97690503,0.21470781,-0.20367673,18.40713511,-1.93662519,-0.00000023,0.95456699,0.57111392,-1.10049851
694,34.70000000,4.95714286,2.48710000,0.00000000,-0.05000000,18.31477935,2.78038711,-0.00000036,0.98561784,0.16078794,-0.10602857,14.06735273,12.05259850,-0.00000036,0.98224987,0.18796085,-0.15329681,11.96201236,14.14250193,-0.00000036,0.95189471,0.83891061,-1.93909898,-2.33312863,18.37678727,-0.00000036,0.97910528,0.21782461,-0.20977271,-8.07206888,16.67176841,-0.00000036,0.95521131,0.70652539,-1.51175511,-15.72709537,9.78613573,-0.00000036,0.95730479,0.63464274,-1.28985233,-18.49743517,-0.99077685,-0.00000036,0.97195897,0.30641983,-0.39966364,-16.36760554,-8.67410040,-0.00000036,0.97293476,0.29231831,-0.36749907,-10.25381227,-15.42692894,-0.00000036,0.96870459,0.35898766,-0.52506710,-2.58857509,-18.34204937,-0.00000036,0.96908420,0.35238448,-0.50886699,-5.93204494,-17.54950999,-0.00000036,0.99260522,0.11696222,-0.03990701,-1.47189425,-18.46665887,-0.00000036,0.99780858,0.09273231,-0.01011354,17.24072630,-6.77341987,-0.00000036,0.96380842,0.45717292,-0.77920845,18.42174374,-1.94669945,-0.00000036,0.97936889,0.21513514,-0.20450986
695,34.75000000,4.96428571,2.48710000,0.00000000,0.05000000,15.98055457,9.40918766,-0.00000048,0.96431497,0.54725623,-1.03117404,9.14026321,16.13624860,-0.00000048,0.97297545,0.33734161,-0.47242695,7.21582181,17.08320924,-0.00000048,0.95939433,0.72574722,-1.57236511,6.84907555,17.23499391,-0.00000048,0.99602398,0.10023319,-0.01872798,-8.01848607,16.72145652,-0.00000048,0.95874781,0.75348085,-1.66070819,-9.62342290,15.85382491,-0.00000048,0.99543307,0.10327181,-0.02237995,-18.33175391,-2.80388998,-0.00000048,0.96724915,0.46367155,-0.79682937,-15.34258426,-10.41773560,-0.00000048,0.97382484,0.32198556,-0.43592060,-12.44753054,-13.74754853,-0.00000048,0.98248987,0.20187346,-0.17905889,-3.34001321,-18.24153884,-0.00000048,0.96322502,0.58229199,-1.13332466,-0.44677750,-18.53923529,-0.00000048,0.95847930,0.76532972,-1.69876524,10.25193907,-15.45327274,-0.00000048,0.96067285,0.67406417,-1.41059389,17.81405932,-5.15521572,-0.00000048,0.96866330,0.42836257,-0.70222105,18.41947367,2.15633010,-0.00000048,0.97574773,0.28991500,-0.36208426
696,34.80000000,4.97142857,2.48710000,0.00000000,-0.05000000,16.00356612,9.42507866,-0.00000060,0.96551599,0.61360609,-1.22641320,8.15039798,16.68898529,-0.00000060,0.97683650,0.31036442,-0.40877846,10.73732132,15.15482498,-0.00000060,0.99404542,0.11648498,-0.03926791,-0.67563114,18.56039052,-0.00000060,0.96173707,0.77585718,-1.73273207,-7.12773285,17.15089291,-0.00000060,0.99157720,0.13354254,-0.06326775,-18.09327814,4.19338117,-0.00000060,0.97670448,0.31278614,-0.41439924,-18.03336277,-4.44390620,-0.00000060,0.97514951,0.34287708,-0.48575969,-17.91338372,-4.90461899,-0.00000060,0.96180591,0.77252314,-1.72195923,-11.80757496,-14.33652908,-0.00000060,0.98518929,0.19133711,-0.15945682,-2.18004910,-18.44452980,-0.00000060,0.98155491,0.23570468,-0.24558645,5.46454870,-17.75063004,-0.00000060,0.96534081,0.62026612,-1.24642064,14.41590203,-11.71038331,-0.00000060,0.97704384,0.30660132,-0.40008191,12.89608402,-13.36598105,-0.00000060,0.99323438,0.12181807,-0.04651909,15.61633855,-10.05351248,-0.00000060,0.95848510,0.95227107,-2.32182205
